Pedestrians,weather_summary,temperature,precipitation,events,hour_begin,has_event
211,cloudy,47.0,0.0,"",2019-11-22T07:00:00.000-05:00,0
1515,partly-cloudy-day,75.0,0.0,"",2019-09-24T14:00:00.000-04:00,0
161,cloudy,46.0,0.0,"",2019-12-27T07:00:00.000-05:00,0
1718,partly-cloudy-day,81.0,0.0,"",2019-06-24T17:00:00.000-04:00,0
1,rain,63.0,0.1055,"",2019-04-20T03:00:00.000-04:00,0
693,partly-cloudy-day,70.0,0.0116,"",2019-05-23T16:00:00.000-04:00,0
2079,partly-cloudy-day,82.0,0.0,"",2019-07-24T16:00:00.000-04:00,0
381,rain,54.0,0.0067,"",2019-10-03T12:00:00.000-04:00,0
2,partly-cloudy-night,29.0,0.0,"",2019-01-23T04:00:00.000-05:00,0
627,clear-day,69.0,0.0,"",2019-09-24T09:00:00.000-04:00,0
340,partly-cloudy-day,36.0,0.0,Valentine's Day,2019-02-14T09:00:00.000-05:00,1
4,clear-night,38.0,0.0,"",2019-03-27T00:00:00.000-04:00,0
3,cloudy,34.0,0.0032,"",2019-01-30T00:00:00.000-05:00,0
1850,partly-cloudy-day,75.0,0.0,"",2019-09-09T16:00:00.000-04:00,0
93,rain,63.0,0.1463,"",2019-10-16T17:00:00.000-04:00,0
0,clear-night,5.0,0.0,"",2019-01-31T00:00:00.000-05:00,0
1754,partly-cloudy-day,64.0,0.0,"",2019-04-08T12:00:00.000-04:00,0
0,clear-night,53.0,0.0,Easter Monday,2019-04-22T04:00:00.000-04:00,1
1406,cloudy,40.0,0.0016,Presidents' Day (regional holiday),2019-02-18T13:00:00.000-05:00,1
11,cloudy,69.0,0.0,Halloween,2019-10-31T19:00:00.000-04:00,1
1519,cloudy,57.0,0.0,"",2019-10-17T16:00:00.000-04:00,0
15,rain,61.0,0.0696,"",2019-05-07T21:00:00.000-04:00,0
46,cloudy,41.0,0.0,"",2019-12-29T17:00:00.000-05:00,0
3,clear-night,71.0,0.0,Memorial Day,2019-05-27T02:00:00.000-04:00,1
2378,partly-cloudy-day,87.0,0.0,"",2019-08-04T16:00:00.000-04:00,0
3,clear-night,60.0,0.0,"",2019-06-10T03:00:00.000-04:00,0
2389,clear-day,81.0,0.0,"",2019-08-05T16:00:00.000-04:00,0
36,clear-night,29.0,0.0,"",2019-02-09T19:00:00.000-05:00,0
1,partly-cloudy-night,65.0,0.0,"",2019-06-03T01:00:00.000-04:00,0
0,partly-cloudy-night,70.0,0.0,"",2019-08-09T03:00:00.000-04:00,0
670,clear-day,57.0,0.0,"",2019-09-19T09:00:00.000-04:00,0
0,clear-night,35.0,0.0,"",2019-03-26T05:00:00.000-04:00,0
2564,partly-cloudy-day,80.0,0.0,"",2019-08-10T18:00:00.000-04:00,0
2,clear-night,28.0,0.0,"",2019-02-26T02:00:00.000-05:00,0
0,clear-night,37.0,0.0,"",2019-03-27T23:00:00.000-04:00,0
0,partly-cloudy-night,35.0,0.0,"",2019-03-09T02:00:00.000-05:00,0
20,clear-night,68.0,0.0,"",2019-09-20T21:00:00.000-04:00,0
56,partly-cloudy-night,77.0,0.0,"",2019-08-01T22:00:00.000-04:00,0
19,partly-cloudy-night,42.0,0.0,"",2019-01-04T22:00:00.000-05:00,0
2679,clear-day,79.0,0.0,"",2019-06-08T13:00:00.000-04:00,0
2584,partly-cloudy-day,79.0,0.0,"",2019-08-15T16:00:00.000-04:00,0
3207,partly-cloudy-day,60.0,0.0,Easter Sunday,2019-04-21T11:00:00.000-04:00,1
592,partly-cloudy-day,62.0,0.0,"",2019-09-30T09:00:00.000-04:00,0
14,cloudy,58.0,0.0076,"",2019-04-26T23:00:00.000-04:00,0
1941,clear-day,51.0,0.0,"",2019-11-15T15:00:00.000-05:00,0
0,clear-night,29.0,0.0,"",2019-02-03T04:00:00.000-05:00,0
0,partly-cloudy-night,30.0,0.0,"",2019-11-17T03:00:00.000-05:00,0
1274,partly-cloudy-night,77.0,0.0,"",2019-08-10T20:00:00.000-04:00,0
0,partly-cloudy-night,31.0,0.0,"",2019-01-12T19:00:00.000-05:00,0
2260,cloudy,47.0,0.0,"",2019-11-10T12:00:00.000-05:00,0
34,partly-cloudy-night,74.0,0.0,"",2019-06-29T22:00:00.000-04:00,0
18,rain,40.0,0.106,"",2019-02-06T22:00:00.000-05:00,0
33,clear-night,45.0,0.0,"",2019-11-22T18:00:00.000-05:00,0
1675,clear-day,53.0,0.0,"",2019-03-14T14:00:00.000-04:00,0
0,clear-night,51.0,0.0,"",2019-09-19T05:00:00.000-04:00,0
40,partly-cloudy-night,73.0,0.0,"",2019-09-28T23:00:00.000-04:00,0
1,cloudy,48.0,8.0E-4,"",2019-04-17T05:00:00.000-04:00,0
17,rain,59.0,0.0502,"",2019-10-22T20:00:00.000-04:00,0
1375,partly-cloudy-day,50.0,0.0,"",2019-02-08T16:00:00.000-05:00,0
0,cloudy,54.0,0.0,"",2019-12-10T03:00:00.000-05:00,0
74,cloudy,29.0,4.0E-4,"",2019-01-18T07:00:00.000-05:00,0
1441,cloudy,51.0,0.0,"",2019-02-15T13:00:00.000-05:00,0
381,cloudy,41.0,0.0053,"",2019-03-22T10:00:00.000-04:00,0
658,clear-day,28.0,0.0,"",2019-01-17T11:00:00.000-05:00,0
103,clear-night,45.0,0.0,"",2019-10-05T06:00:00.000-04:00,0
2487,partly-cloudy-day,84.0,0.0,"",2019-09-22T15:00:00.000-04:00,0
26,clear-night,30.0,0.0,"",2019-01-27T00:00:00.000-05:00,0
0,partly-cloudy-night,49.0,0.0,"",2019-04-09T01:00:00.000-04:00,0
2,clear-night,40.0,0.0,"",2019-02-04T23:00:00.000-05:00,0
2008,partly-cloudy-day,83.0,0.0,"",2019-08-08T19:00:00.000-04:00,0
1,clear-night,42.0,0.0,"",2019-11-27T04:00:00.000-05:00,0
2100,clear-day,47.0,0.0,"",2019-12-28T10:00:00.000-05:00,0
1687,cloudy,62.0,0.0,Columbus Day (regional holiday),2019-10-14T10:00:00.000-04:00,1
1,clear-night,39.0,0.0,"",2019-12-29T03:00:00.000-05:00,0
64,clear-day,3.0,0.0,"",2019-01-31T08:00:00.000-05:00,0
0,partly-cloudy-night,70.0,0.0,"",2019-07-25T03:00:00.000-04:00,0
0,cloudy,56.0,0.0124,"",2019-05-16T04:00:00.000-04:00,0
19,clear-night,13.0,0.0,"",2019-01-31T20:00:00.000-05:00,0
1695,rain,44.0,0.0429,"",2019-02-21T12:00:00.000-05:00,0
17,rain,59.0,0.2288,Tax Day,2019-04-15T06:00:00.000-04:00,1
0,cloudy,53.0,0.0,"",2019-10-10T03:00:00.000-04:00,0
591,clear-day,46.0,0.0,"",2019-04-04T09:00:00.000-04:00,0
2741,cloudy,62.0,0.0,"",2019-10-28T14:00:00.000-04:00,0
0,cloudy,29.0,2.0E-4,"",2019-02-11T03:00:00.000-05:00,0
2042,partly-cloudy-day,73.0,0.0,"",2019-09-05T17:00:00.000-04:00,0
54,clear-night,72.0,0.0,"",2019-09-15T22:00:00.000-04:00,0
0,cloudy,74.0,0.0,"",2019-08-18T04:00:00.000-04:00,0
3379,clear-day,65.0,0.0,"",2019-03-30T15:00:00.000-04:00,0
7,partly-cloudy-night,81.0,0.1,"",2019-07-22T00:00:00.000-04:00,0
737,clear-day,20.0,0.0,"",2019-12-19T11:00:00.000-05:00,0
2,clear-night,42.0,0.0,"",2019-03-31T23:00:00.000-04:00,0
0,cloudy,45.0,0.0,Veterans Day,2019-11-11T01:00:00.000-05:00,1
2332,partly-cloudy-day,69.0,0.0,"",2019-09-13T16:00:00.000-04:00,0
1,clear-night,67.0,0.0,"",2019-05-21T02:00:00.000-04:00,0
0,clear-night,50.0,0.0,"",2019-04-28T02:00:00.000-04:00,0
229,clear-day,28.0,0.0,"",2019-02-26T08:00:00.000-05:00,0
1661,clear-day,68.0,0.0,"",2019-04-24T19:00:00.000-04:00,0
33,rain,38.0,0.0311,"",2019-01-20T08:00:00.000-05:00,0
864,partly-cloudy-day,76.0,0.0,"",2019-08-05T20:00:00.000-04:00,0
467,partly-cloudy-day,58.0,0.0,"",2019-05-11T08:00:00.000-04:00,0
4,clear-night,65.0,0.0,"",2019-06-22T01:00:00.000-04:00,0
0,clear-night,32.0,0.0,"",2019-03-18T05:00:00.000-04:00,0
11,cloudy,30.0,0.0,"",2019-12-03T01:00:00.000-05:00,0
639,clear-day,42.0,0.0,"",2019-03-24T09:00:00.000-04:00,0
6,clear-night,28.0,0.0,"",2019-01-14T20:00:00.000-05:00,0
0,clear-night,32.0,0.0,"",2019-02-17T01:00:00.000-05:00,0
1629,partly-cloudy-day,83.0,0.0,"",2019-08-30T19:00:00.000-04:00,0
3133,partly-cloudy-day,80.0,0.0,"",2019-06-15T14:00:00.000-04:00,0
0,cloudy,41.0,0.0301,"",2019-12-09T04:00:00.000-05:00,0
2,partly-cloudy-night,55.0,0.0,"",2019-05-07T01:00:00.000-04:00,0
0,clear-night,33.0,0.0,"",2019-03-18T03:00:00.000-04:00,0
199,clear-day,39.0,0.0,"",2019-11-25T07:00:00.000-05:00,0
1449,clear-day,44.0,0.0,"",2019-02-22T13:00:00.000-05:00,0
3255,partly-cloudy-day,63.0,0.0,"",2019-05-04T14:00:00.000-04:00,0
191,clear-day,40.0,0.0,Daylight Saving Time ends,2019-11-03T07:00:00.000-05:00,1
1,clear-night,61.0,0.0,"",2019-09-21T04:00:00.000-04:00,0
79,cloudy,49.0,0.0,"",2019-04-12T06:00:00.000-04:00,0
49,partly-cloudy-night,56.0,0.0,"",2019-10-09T06:00:00.000-04:00,0
2,partly-cloudy-night,76.0,0.0,"",2019-09-12T03:00:00.000-04:00,0
31,rain,49.0,0.157,"",2019-12-13T23:00:00.000-05:00,0
1290,cloudy,65.0,0.0029,"",2019-05-28T15:00:00.000-04:00,0
13,clear-night,40.0,0.0,"",2019-02-22T20:00:00.000-05:00,0
4,clear-night,38.0,0.0,Black Friday,2019-11-29T18:00:00.000-05:00,1
10,cloudy,35.0,0.0,"",2019-01-24T23:00:00.000-05:00,0
57,clear-night,54.0,0.0,"",2019-06-04T05:00:00.000-04:00,0
631,partly-cloudy-night,49.0,0.0,"",2019-11-02T18:00:00.000-04:00,0
39,partly-cloudy-night,30.0,0.0025,"",2019-12-18T19:00:00.000-05:00,0
4,cloudy,34.0,0.0105,Presidents' Day (regional holiday),2019-02-18T00:00:00.000-05:00,1
0,partly-cloudy-night,35.0,0.0,"",2019-01-18T19:00:00.000-05:00,0
2895,partly-cloudy-day,84.0,0.0,"",2019-08-03T15:00:00.000-04:00,0
1,partly-cloudy-night,65.0,0.0,"",2019-08-25T04:00:00.000-04:00,0
707,partly-cloudy-day,60.0,0.0,"",2019-05-08T09:00:00.000-04:00,0
2362,cloudy,72.0,0.0,"",2019-09-14T11:00:00.000-04:00,0
2063,clear-day,58.0,0.0,"",2019-04-27T19:00:00.000-04:00,0
1562,clear-day,87.0,0.0,"",2019-06-26T18:00:00.000-04:00,0
1,clear-night,26.0,0.0,"",2019-11-12T23:00:00.000-05:00,0
6,clear-night,29.0,0.0,"",2019-03-05T20:00:00.000-05:00,0
2097,cloudy,63.0,0.0,"",2019-10-11T15:00:00.000-04:00,0
2770,clear-day,83.0,0.0,"",2019-09-21T17:00:00.000-04:00,0
0,cloudy,54.0,4.0E-4,"",2019-10-29T03:00:00.000-04:00,0
80,clear-night,52.0,0.0,"",2019-02-05T20:00:00.000-05:00,0
22,clear-night,85.0,0.0,"",2019-07-19T23:00:00.000-04:00,0
2606,clear-day,56.0,0.0,"",2019-04-29T15:00:00.000-04:00,0
504,partly-cloudy-day,62.0,0.0,"",2019-04-19T08:00:00.000-04:00,0
1018,cloudy,51.0,0.0,"",2019-05-01T18:00:00.000-04:00,0
12,clear-night,77.0,0.0,"",2019-08-30T22:00:00.000-04:00,0
2192,cloudy,83.0,0.0,"",2019-07-02T14:00:00.000-04:00,0
141,rain,59.0,0.5543,"",2019-05-29T18:00:00.000-04:00,0
787,partly-cloudy-day,29.0,0.0,"",2019-02-27T16:00:00.000-05:00,0
55,clear-night,64.0,0.0,"",2019-05-31T05:00:00.000-04:00,0
0,partly-cloudy-night,64.0,0.0,"",2019-05-23T03:00:00.000-04:00,0
2707,partly-cloudy-day,67.0,0.0,"",2019-04-14T13:00:00.000-04:00,0
284,clear-night,38.0,0.0,"",2019-11-09T17:00:00.000-05:00,0
0,partly-cloudy-night,24.0,0.0,"",2019-03-06T01:00:00.000-05:00,0
0,clear-night,71.0,0.0,"",2019-07-27T04:00:00.000-04:00,0
0,partly-cloudy-night,71.0,0.0,"",2019-08-03T04:00:00.000-04:00,0
53,clear-night,52.0,0.0,"",2019-11-26T18:00:00.000-05:00,0
2,clear-night,62.0,0.0,"",2019-09-26T03:00:00.000-04:00,0
4,clear-night,71.0,0.0,"",2019-05-21T00:00:00.000-04:00,0
1,cloudy,45.0,0.0,"",2019-12-27T02:00:00.000-05:00,0
3,clear-night,32.0,0.0,"",2019-01-25T20:00:00.000-05:00,0
583,cloudy,27.0,0.0,"",2019-02-27T10:00:00.000-05:00,0
29,partly-cloudy-night,70.0,0.0,"",2019-08-23T21:00:00.000-04:00,0
17,clear-night,28.0,0.0,"",2019-03-07T22:00:00.000-05:00,0
432,partly-cloudy-day,41.0,0.0,"",2019-04-05T09:00:00.000-04:00,0
2254,cloudy,71.0,0.005,"",2019-06-21T14:00:00.000-04:00,0
5,rain,69.0,0.0543,"",2019-06-11T05:00:00.000-04:00,0
1008,clear-day,46.0,0.0,"",2019-10-19T09:00:00.000-04:00,0
260,snow,26.0,0.0115,"",2019-02-12T11:00:00.000-05:00,0
3,rain,35.0,0.0562,"",2019-12-01T17:00:00.000-05:00,0
1464,partly-cloudy-day,84.0,0.0226,"",2019-08-21T13:00:00.000-04:00,0
8,clear-night,27.0,0.0,"",2019-01-23T00:00:00.000-05:00,0
1773,cloudy,74.0,0.0,"",2019-09-16T17:00:00.000-04:00,0
1,cloudy,69.0,0.0,"",2019-10-07T01:00:00.000-04:00,0
1930,clear-day,68.0,0.0,"",2019-04-13T19:00:00.000-04:00,0
1336,clear-day,84.0,0.0,"",2019-09-23T13:00:00.000-04:00,0
1,clear-night,67.0,0.0,"",2019-06-07T04:00:00.000-04:00,0
33,clear-night,84.0,0.0,"",2019-07-30T21:00:00.000-04:00,0
4,partly-cloudy-night,78.0,0.0,"",2019-09-23T23:00:00.000-04:00,0
1,cloudy,72.0,0.0,"",2019-07-23T04:00:00.000-04:00,0
233,clear-day,39.0,0.0,"",2019-03-24T08:00:00.000-04:00,0
64,partly-cloudy-night,41.0,0.0,"",2019-01-27T20:00:00.000-05:00,0
0,partly-cloudy-night,33.0,0.0,"",2019-12-04T04:00:00.000-05:00,0
39,cloudy,62.0,0.001,"",2019-09-06T23:00:00.000-04:00,0
878,partly-cloudy-day,25.0,0.0,"",2019-03-06T14:00:00.000-05:00,0
1875,partly-cloudy-day,76.0,0.0,"",2019-09-16T13:00:00.000-04:00,0
2575,clear-day,80.0,0.0,"",2019-07-27T19:00:00.000-04:00,0
1079,cloudy,56.0,0.0,"",2019-11-07T16:00:00.000-05:00,0
987,clear-day,35.0,0.0,"",2019-02-26T13:00:00.000-05:00,0
2443,partly-cloudy-day,78.0,0.002,"",2019-07-07T18:00:00.000-04:00,0
4,rain,35.0,0.134,"",2019-01-20T03:00:00.000-05:00,0
2174,partly-cloudy-day,72.0,0.0,"",2019-09-27T17:00:00.000-04:00,0
2257,cloudy,57.0,0.0,"",2019-04-18T15:00:00.000-04:00,0
1183,cloudy,60.0,0.0,"",2019-10-22T15:00:00.000-04:00,0
1495,partly-cloudy-day,71.0,0.0,"",2019-05-16T19:00:00.000-04:00,0
1008,cloudy,68.0,0.0,"",2019-06-19T10:00:00.000-04:00,0
1310,rain,78.0,0.001,"",2019-07-06T20:00:00.000-04:00,0
1263,cloudy,45.0,0.0,"",2019-11-19T11:00:00.000-05:00,0
5,clear-night,71.0,0.0,"",2019-08-09T00:00:00.000-04:00,0
108,cloudy,42.0,0.001,"",2019-02-07T20:00:00.000-05:00,0
0,clear-night,34.0,0.0,"",2019-11-23T04:00:00.000-05:00,0
1084,clear-day,72.0,0.0,"",2019-05-26T09:00:00.000-04:00,0
234,cloudy,31.0,0.0,"",2019-02-11T08:00:00.000-05:00,0
147,partly-cloudy-day,26.0,0.0,"",2019-11-14T07:00:00.000-05:00,0
2,clear-night,64.0,0.0,"",2019-06-09T01:00:00.000-04:00,0
1454,partly-cloudy-day,36.0,0.0,"",2019-03-04T12:00:00.000-05:00,0
2295,clear-day,75.0,0.0,"",2019-09-27T15:00:00.000-04:00,0
0,partly-cloudy-night,52.0,0.0,"",2019-10-21T03:00:00.000-04:00,0
92,clear-night,58.0,0.0,"",2019-06-15T05:00:00.000-04:00,0
1,rain,45.0,0.13,"",2019-03-22T03:00:00.000-04:00,0
32,cloudy,55.0,0.0122,"",2019-05-16T05:00:00.000-04:00,0
0,clear-night,3.0,0.0,"",2019-01-31T03:00:00.000-05:00,0
2810,partly-cloudy-day,74.0,0.0,"",2019-08-25T17:00:00.000-04:00,0
877,clear-day,85.0,0.0,"",2019-07-30T20:00:00.000-04:00,0
23,rain,40.0,0.051,"",2019-12-30T17:00:00.000-05:00,0
1712,partly-cloudy-day,84.0,0.0,"",2019-07-03T18:00:00.000-04:00,0
379,cloudy,58.0,0.0,"",2019-05-06T20:00:00.000-04:00,0
752,clear-day,87.0,0.0,"",2019-06-26T15:00:00.000-04:00,0
1943,clear-day,76.0,0.0,"",2019-09-17T17:00:00.000-04:00,0
35,clear-night,32.0,0.0,"",2019-02-04T06:00:00.000-05:00,0
63,clear-night,53.0,0.0,"",2019-11-04T18:00:00.000-05:00,0
0,clear-night,26.0,0.0,"",2019-11-09T04:00:00.000-05:00,0
211,clear-day,83.0,0.0,"",2019-07-21T07:00:00.000-04:00,0
0,cloudy,37.0,0.0,"",2019-11-18T03:00:00.000-05:00,0
635,partly-cloudy-day,60.0,0.0,Tax Day,2019-04-15T11:00:00.000-04:00,1
0,clear-night,41.0,0.0,"",2019-11-04T01:00:00.000-05:00,0
1203,partly-cloudy-day,75.0,0.0,"",2019-09-11T10:00:00.000-04:00,0
191,partly-cloudy-night,63.0,0.0,"",2019-09-06T06:00:00.000-04:00,0
432,clear-day,62.0,0.0,"",2019-05-22T08:00:00.000-04:00,0
1448,partly-cloudy-day,46.0,0.0,"",2019-01-06T11:00:00.000-05:00,0
1604,partly-cloudy-day,35.0,0.0012,"",2019-12-18T12:00:00.000-05:00,0
419,clear-day,69.0,0.0,"",2019-08-29T08:00:00.000-04:00,0
380,rain,55.0,0.0507,"",2019-10-20T17:00:00.000-04:00,0
198,cloudy,68.0,0.0,"",2019-08-23T07:00:00.000-04:00,0
29,cloudy,39.0,0.0,"",2019-01-02T23:00:00.000-05:00,0
2175,clear-day,81.0,0.0,"",2019-09-22T12:00:00.000-04:00,0
68,partly-cloudy-night,71.0,0.0,"",2019-06-26T05:00:00.000-04:00,0
222,clear-day,76.0,0.0,"",2019-07-30T06:00:00.000-04:00,0
92,rain,78.0,0.0628,"",2019-10-02T19:00:00.000-04:00,0
4141,partly-cloudy-day,49.0,0.0,New Year's Day,2019-01-01T15:00:00.000-05:00,1
56,rain,71.0,0.069,"",2019-06-25T06:00:00.000-04:00,0
0,cloudy,41.0,0.0,"",2019-11-20T02:00:00.000-05:00,0
2180,clear-day,81.0,0.0,"",2019-08-29T14:00:00.000-04:00,0
0,clear-night,74.0,0.0,"",2019-07-14T03:00:00.000-04:00,0
1014,cloudy,66.0,0.0,"",2019-05-28T10:00:00.000-04:00,0
0,rain,45.0,0.0417,"",2019-03-22T05:00:00.000-04:00,0
564,clear-day,79.0,0.0,"",2019-07-16T09:00:00.000-04:00,0
49,partly-cloudy-night,66.0,0.0,"",2019-09-26T20:00:00.000-04:00,0
18,clear-night,71.0,0.0,"",2019-06-11T22:00:00.000-04:00,0
0,clear-night,38.0,0.0,"",2019-11-21T03:00:00.000-05:00,0
249,clear-day,29.0,0.0,"",2019-11-14T08:00:00.000-05:00,0
0,partly-cloudy-night,73.0,0.0,"",2019-08-07T04:00:00.000-04:00,0
2,partly-cloudy-night,16.0,0.0,"",2019-12-19T04:00:00.000-05:00,0
442,clear-day,56.0,0.0,"",2019-10-23T08:00:00.000-04:00,0
2959,partly-cloudy-day,79.0,0.0,"",2019-08-31T13:00:00.000-04:00,0
1267,clear-day,52.0,0.0,"",2019-11-21T14:00:00.000-05:00,0
0,clear-night,37.0,0.0,"",2019-12-23T03:00:00.000-05:00,0
2074,partly-cloudy-day,84.0,0.0,"",2019-07-25T16:00:00.000-04:00,0
2379,clear-day,47.0,0.0,Christmas Eve,2019-12-24T16:00:00.000-05:00,1
365,partly-cloudy-day,76.0,0.0,"",2019-09-12T08:00:00.000-04:00,0
55,cloudy,31.0,0.0,"",2019-01-07T19:00:00.000-05:00,0
235,clear-day,42.0,0.0,"",2019-01-09T08:00:00.000-05:00,0
1,partly-cloudy-night,76.0,0.0,"",2019-07-03T03:00:00.000-04:00,0
1632,partly-cloudy-day,77.0,0.0,"",2019-08-06T11:00:00.000-04:00,0
0,clear-night,27.0,0.0,"",2019-12-08T04:00:00.000-05:00,0
1207,partly-cloudy-day,80.0,0.0,"",2019-06-30T10:00:00.000-04:00,0
549,partly-cloudy-night,75.0,0.0,"",2019-08-16T20:00:00.000-04:00,0
0,partly-cloudy-night,61.0,0.0,"",2019-06-14T03:00:00.000-04:00,0
1135,partly-cloudy-day,61.0,0.0,"",2019-04-16T19:00:00.000-04:00,0
1611,cloudy,63.0,0.0,"",2019-10-30T15:00:00.000-04:00,0
673,cloudy,46.0,0.0,"",2019-02-05T10:00:00.000-05:00,0
1465,clear-day,53.0,0.0,"",2019-11-06T13:00:00.000-05:00,0
4108,clear-day,50.0,0.0,"",2019-12-28T15:00:00.000-05:00,0
348,clear-day,36.0,0.0,"",2019-03-13T09:00:00.000-04:00,0
1771,clear-day,75.0,0.0,"",2019-09-03T11:00:00.000-04:00,0
22,partly-cloudy-night,36.0,0.0,"",2019-01-03T20:00:00.000-05:00,0
0,clear-night,68.0,0.0,"",2019-08-12T02:00:00.000-04:00,0
1205,cloudy,39.0,0.0,"",2019-12-06T10:00:00.000-05:00,0
1377,clear-day,36.0,0.0038,"",2019-03-08T13:00:00.000-05:00,0
20,cloudy,58.0,0.0,"",2019-04-22T23:00:00.000-04:00,0
281,cloudy,51.0,3.0E-4,"",2019-04-30T08:00:00.000-04:00,0
2,cloudy,33.0,0.0,"",2019-02-10T22:00:00.000-05:00,0
2171,partly-cloudy-day,42.0,0.0,"",2019-01-03T14:00:00.000-05:00,0
664,partly-cloudy-day,75.0,0.0,"",2019-06-05T20:00:00.000-04:00,0
286,clear-day,36.0,0.0,"",2019-03-20T08:00:00.000-04:00,0
1056,cloudy,35.0,5.0E-4,"",2019-03-01T15:00:00.000-05:00,0
15,partly-cloudy-night,35.0,0.0,"",2019-02-11T20:00:00.000-05:00,0
1344,partly-cloudy-day,78.0,0.01,"",2019-09-12T13:00:00.000-04:00,0
1710,clear-day,82.0,0.0,"",2019-07-26T11:00:00.000-04:00,0
1705,partly-cloudy-day,73.0,0.002,"",2019-06-17T11:00:00.000-04:00,0
1899,cloudy,42.0,0.0,"",2019-11-17T13:00:00.000-05:00,0
359,cloudy,41.0,0.001,"",2019-01-08T10:00:00.000-05:00,0
0,cloudy,38.0,0.009,"",2019-02-24T03:00:00.000-05:00,0
1,partly-cloudy-night,54.0,0.0,"",2019-05-09T04:00:00.000-04:00,0
1720,cloudy,69.0,0.0,"",2019-06-19T15:00:00.000-04:00,0
1846,partly-cloudy-day,74.0,0.0,"",2019-05-10T17:00:00.000-04:00,0
1,clear-night,55.0,0.0,"",2019-10-15T23:00:00.000-04:00,0
0,partly-cloudy-day,31.0,0.0,"",2019-01-12T13:00:00.000-05:00,0
19,cloudy,44.0,0.0,"",2019-03-21T06:00:00.000-04:00,0
1,partly-cloudy-night,75.0,0.0,"",2019-08-13T00:00:00.000-04:00,0
1188,clear-day,67.0,0.0,"",2019-05-22T10:00:00.000-04:00,0
16,rain,40.0,0.0645,"",2019-01-29T19:00:00.000-05:00,0
1642,partly-cloudy-day,60.0,0.0,"",2019-10-10T10:00:00.000-04:00,0
20,cloudy,56.0,0.0,"",2019-10-27T00:00:00.000-04:00,0
2562,partly-cloudy-day,69.0,0.0,"",2019-04-14T12:00:00.000-04:00,0
1557,clear-day,50.0,0.0,"",2019-03-20T13:00:00.000-04:00,0
183,clear-night,61.0,0.0,"",2019-09-17T06:00:00.000-04:00,0
1641,partly-cloudy-day,80.0,0.0,"",2019-07-15T11:00:00.000-04:00,0
2662,clear-day,68.0,0.0,"",2019-04-23T11:00:00.000-04:00,0
1729,clear-day,71.0,0.0,"",2019-06-08T20:00:00.000-04:00,0
2002,clear-day,86.0,0.0,"",2019-05-26T14:00:00.000-04:00,0
37,cloudy,64.0,0.0,"",2019-09-30T20:00:00.000-04:00,0
1,clear-night,42.0,0.0,Christmas Eve,2019-12-24T01:00:00.000-05:00,1
861,partly-cloudy-day,34.0,0.0,"",2019-01-19T10:00:00.000-05:00,0
17,partly-cloudy-night,63.0,0.0,"",2019-08-24T05:00:00.000-04:00,0
0,clear-night,34.0,0.0,"",2019-12-18T02:00:00.000-05:00,0
4,clear-night,69.0,0.0,"",2019-07-01T01:00:00.000-04:00,0
169,clear-night,35.0,0.0,"",2019-02-06T07:00:00.000-05:00,0
3,clear-night,31.0,0.0,"",2019-12-13T00:00:00.000-05:00,0
0,cloudy,58.0,7.0E-4,"",2019-10-30T04:00:00.000-04:00,0
180,clear-night,57.0,0.0,"",2019-09-13T06:00:00.000-04:00,0
2308,partly-cloudy-day,83.0,0.0,"",2019-07-07T13:00:00.000-04:00,0
2,rain,52.0,0.0093,"",2019-11-01T03:00:00.000-04:00,0
1561,snow,37.0,0.0122,"",2019-03-04T17:00:00.000-05:00,0
116,partly-cloudy-day,29.0,0.0,"",2019-02-28T07:00:00.000-05:00,0
9,clear-night,78.0,0.0,"",2019-06-27T23:00:00.000-04:00,0
2575,partly-cloudy-day,51.0,0.0,"",2019-11-02T15:00:00.000-04:00,0
88,cloudy,62.0,0.0,"",2019-06-13T06:00:00.000-04:00,0
697,cloudy,39.0,0.0,"",2019-04-05T14:00:00.000-04:00,0
2421,clear-day,45.0,0.0,"",2019-03-09T13:00:00.000-05:00,0
0,clear-night,54.0,0.0,"",2019-10-11T05:00:00.000-04:00,0
230,cloudy,67.0,0.0,"",2019-06-20T08:00:00.000-04:00,0
13,cloudy,58.0,0.0011,"",2019-10-29T22:00:00.000-04:00,0
2604,clear-day,43.0,0.0,"",2019-02-16T16:00:00.000-05:00,0
0,clear-night,53.0,0.0,"",2019-11-12T02:00:00.000-05:00,0
123,partly-cloudy-night,78.0,0.0,"",2019-06-25T21:00:00.000-04:00,0
6,clear-night,11.0,0.0,Martin Luther King Jr. Day,2019-01-21T21:00:00.000-05:00,1
1944,clear-day,83.0,0.0,"",2019-07-01T19:00:00.000-04:00,0
5,cloudy,74.0,0.0,"",2019-08-17T01:00:00.000-04:00,0
1609,clear-day,51.0,0.0,"",2019-10-05T10:00:00.000-04:00,0
10,cloudy,46.0,0.0031,"",2019-04-09T20:00:00.000-04:00,0
1,clear-night,52.0,0.0,"",2019-11-04T23:00:00.000-05:00,0
3250,partly-cloudy-day,76.0,0.0,"",2019-09-01T13:00:00.000-04:00,0
202,cloudy,30.0,0.0,"",2019-01-16T09:00:00.000-05:00,0
115,clear-night,22.0,0.0,"",2019-01-26T07:00:00.000-05:00,0
2971,partly-cloudy-day,80.0,0.0,"",2019-08-11T16:00:00.000-04:00,0
3,clear-night,28.0,0.0,"",2019-12-20T20:00:00.000-05:00,0
