Pedestrians,weather_summary,temperature,precipitation,events,hour_begin,has_event
3150,clear-day,72.0,0.0,"",2019-05-18T13:00:00.000-04:00,0
12,partly-cloudy-night,44.0,0.0,"",2019-04-02T20:00:00.000-04:00,0
0,partly-cloudy-night,57.0,0.0,"",2019-10-27T03:00:00.000-04:00,0
3722,cloudy,53.0,0.0,"",2019-12-27T14:00:00.000-05:00,0
100,clear-night,33.0,0.0,"",2019-11-08T06:00:00.000-05:00,0
3185,clear-day,75.0,0.0,"",2019-05-18T15:00:00.000-04:00,0
2077,partly-cloudy-day,84.0,0.0,"",2019-07-26T18:00:00.000-04:00,0
1,rain,74.0,0.006,"",2019-07-18T01:00:00.000-04:00,0
1158,partly-cloudy-day,79.0,0.0,"",2019-08-19T10:00:00.000-04:00,0
1908,clear-day,41.0,0.0,"",2019-12-08T16:00:00.000-05:00,0
2822,partly-cloudy-day,82.0,0.0,"",2019-09-15T15:00:00.000-04:00,0
56,partly-cloudy-night,72.0,0.0,"",2019-07-11T05:00:00.000-04:00,0
7,cloudy,46.0,0.0,"",2019-12-26T23:00:00.000-05:00,0
9,partly-cloudy-night,66.0,0.0,"",2019-09-24T22:00:00.000-04:00,0
37,partly-cloudy-night,24.0,0.0,"",2019-01-29T06:00:00.000-05:00,0
76,cloudy,72.0,0.0,"",2019-09-08T20:00:00.000-04:00,0
1961,partly-cloudy-day,86.0,0.0,"",2019-07-03T15:00:00.000-04:00,0
120,clear-night,80.0,0.0,"",2019-07-12T21:00:00.000-04:00,0
5,partly-cloudy-night,63.0,0.0,"",2019-04-14T01:00:00.000-04:00,0
0,rain,36.0,0.0125,"",2019-12-02T05:00:00.000-05:00,0
1143,cloudy,72.0,0.0102,"",2019-08-28T15:00:00.000-04:00,0
2,clear-night,62.0,0.0,"",2019-09-28T02:00:00.000-04:00,0
0,clear-night,20.0,0.0,"",2019-01-12T06:00:00.000-05:00,0
3,clear-night,27.0,0.0,"",2019-01-23T01:00:00.000-05:00,0
1715,cloudy,65.0,0.0,"",2019-05-29T15:00:00.000-04:00,0
949,rain,57.0,0.0217,"",2019-10-20T14:00:00.000-04:00,0
1022,partly-cloudy-day,38.0,0.0,"",2019-03-12T11:00:00.000-04:00,0
70,clear-night,31.0,0.0,"",2019-12-12T21:00:00.000-05:00,0
2672,partly-cloudy-day,76.0,0.0,"",2019-09-08T15:00:00.000-04:00,0
0,partly-cloudy-night,51.0,0.0,"",2019-11-05T00:00:00.000-05:00,0
107,partly-cloudy-night,50.0,0.0,"",2019-04-18T06:00:00.000-04:00,0
1672,cloudy,74.0,0.0,"",2019-07-23T16:00:00.000-04:00,0
7,cloudy,34.0,0.0,"",2019-03-01T22:00:00.000-05:00,0
901,cloudy,70.0,0.0021,Halloween,2019-10-31T14:00:00.000-04:00,1
267,partly-cloudy-day,63.0,0.0,"",2019-09-01T07:00:00.000-04:00,0
0,rain,53.0,0.0595,"",2019-12-10T00:00:00.000-05:00,0
1240,cloudy,46.0,0.0,"",2019-11-19T16:00:00.000-05:00,0
3,partly-cloudy-night,66.0,0.0,"",2019-06-05T00:00:00.000-04:00,0
30,partly-cloudy-night,38.0,0.0,"",2019-12-15T22:00:00.000-05:00,0
1674,partly-cloudy-day,78.0,0.0,"",2019-08-14T11:00:00.000-04:00,0
829,clear-day,28.0,0.0,"",2019-01-28T13:00:00.000-05:00,0
134,cloudy,41.0,0.0,"",2019-01-23T18:00:00.000-05:00,0
14,rain,39.0,0.016,"",2019-11-18T20:00:00.000-05:00,0
1540,partly-cloudy-day,61.0,0.0,"",2019-10-08T11:00:00.000-04:00,0
1259,clear-day,35.0,4.0E-4,"",2019-12-03T13:00:00.000-05:00,0
1079,cloudy,56.0,0.0,"",2019-12-10T10:00:00.000-05:00,0
0,clear-night,30.0,0.0,"",2019-02-03T01:00:00.000-05:00,0
21,partly-cloudy-night,73.0,0.0,Father's Day,2019-06-16T00:00:00.000-04:00,1
2,cloudy,44.0,0.0012,"",2019-05-13T01:00:00.000-04:00,0
421,clear-day,56.0,0.0,"",2019-09-20T08:00:00.000-04:00,0
2631,partly-cloudy-day,81.0,0.048,"",2019-07-06T16:00:00.000-04:00,0
2,partly-cloudy-night,60.0,0.0,"",2019-05-17T01:00:00.000-04:00,0
1713,clear-day,60.0,0.0,Veterans Day,2019-11-11T13:00:00.000-05:00,1
11,partly-cloudy-night,68.0,0.0,"",2019-09-09T23:00:00.000-04:00,0
89,cloudy,53.0,0.0,Easter Sunday,2019-04-21T06:00:00.000-04:00,1
1080,partly-cloudy-day,50.0,0.0,"",2019-02-08T13:00:00.000-05:00,0
418,cloudy,64.0,0.0127,"",2019-06-10T12:00:00.000-04:00,0
496,rain,51.0,0.0089,"",2019-11-22T13:00:00.000-05:00,0
2263,partly-cloudy-day,44.0,0.0,"",2019-01-04T13:00:00.000-05:00,0
321,cloudy,42.0,0.0145,"",2019-02-24T10:00:00.000-05:00,0
276,clear-day,42.0,0.0,"",2019-01-09T09:00:00.000-05:00,0
1740,partly-cloudy-day,76.0,0.0,"",2019-07-08T19:00:00.000-04:00,0
2239,partly-cloudy-day,47.0,0.0,"",2019-12-15T12:00:00.000-05:00,0
0,partly-cloudy-night,51.0,0.0,"",2019-10-21T05:00:00.000-04:00,0
2,partly-cloudy-night,77.0,0.0,"",2019-07-29T01:00:00.000-04:00,0
0,clear-night,67.0,0.0,"",2019-05-28T03:00:00.000-04:00,0
0,partly-cloudy-night,33.0,0.0,"",2019-12-16T05:00:00.000-05:00,0
46,clear-night,31.0,0.0,"",2019-02-19T23:00:00.000-05:00,0
2510,clear-day,73.0,0.0,"",2019-06-01T11:00:00.000-04:00,0
2267,partly-cloudy-day,74.0,0.0,"",2019-08-15T19:00:00.000-04:00,0
2379,cloudy,67.0,0.0,"",2019-10-06T12:00:00.000-04:00,0
1191,cloudy,47.0,0.0,"",2019-04-09T12:00:00.000-04:00,0
0,clear-night,35.0,0.0,"",2019-04-01T04:00:00.000-04:00,0
2497,partly-cloudy-day,80.0,0.0,"",2019-08-15T14:00:00.000-04:00,0
0,cloudy,34.0,0.0048,Presidents' Day (regional holiday),2019-02-18T01:00:00.000-05:00,1
346,partly-cloudy-day,20.0,0.0,"",2019-02-01T17:00:00.000-05:00,0
819,partly-cloudy-day,65.0,0.0,"",2019-09-13T19:00:00.000-04:00,0
2529,cloudy,61.0,0.0,"",2019-10-28T17:00:00.000-04:00,0
617,partly-cloudy-day,63.0,0.0,"",2019-08-26T09:00:00.000-04:00,0
165,rain,47.0,0.1691,"",2019-05-13T18:00:00.000-04:00,0
1912,partly-cloudy-day,76.0,0.0,"",2019-09-10T16:00:00.000-04:00,0
259,partly-cloudy-day,71.0,0.0,"",2019-08-04T07:00:00.000-04:00,0
221,rain,43.0,0.0188,"",2019-11-24T10:00:00.000-05:00,0
921,cloudy,71.0,0.0,"",2019-09-10T10:00:00.000-04:00,0
75,cloudy,49.0,0.0,"",2019-03-30T06:00:00.000-04:00,0
1030,clear-day,87.0,0.0,"",2019-10-02T12:00:00.000-04:00,0
24,rain,33.0,0.004,"",2019-12-17T17:00:00.000-05:00,0
154,rain,63.0,0.0098,"",2019-09-06T16:00:00.000-04:00,0
80,partly-cloudy-night,42.0,0.0,"",2019-02-03T18:00:00.000-05:00,0
1942,clear-day,51.0,0.0,"",2019-11-25T12:00:00.000-05:00,0
0,clear-night,76.0,0.0,"",2019-08-20T01:00:00.000-04:00,0
189,clear-day,73.0,0.0,"",2019-07-31T06:00:00.000-04:00,0
127,clear-night,38.0,0.0,"",2019-02-25T18:00:00.000-05:00,0
208,partly-cloudy-day,71.0,0.0,"",2019-08-03T06:00:00.000-04:00,0
1085,partly-cloudy-day,64.0,0.0,"",2019-09-18T10:00:00.000-04:00,0
119,clear-night,81.0,0.0,"",2019-07-09T21:00:00.000-04:00,0
1314,cloudy,55.0,0.0,"",2019-11-27T16:00:00.000-05:00,0
19,cloudy,35.0,7.0E-4,"",2019-12-16T20:00:00.000-05:00,0
1901,clear-day,79.0,0.0,"",2019-08-09T11:00:00.000-04:00,0
1732,partly-cloudy-day,89.0,0.0,"",2019-07-29T18:00:00.000-04:00,0
2380,cloudy,55.0,0.0,"",2019-10-20T11:00:00.000-04:00,0
15,clear-night,39.0,3.0E-4,"",2019-12-25T20:00:00.000-05:00,0
46,partly-cloudy-night,37.0,0.0,"",2019-01-16T21:00:00.000-05:00,0
1819,partly-cloudy-day,75.0,0.0,Father's Day,2019-06-16T11:00:00.000-04:00,1
188,clear-day,33.0,0.0,"",2019-03-27T07:00:00.000-04:00,0
1796,partly-cloudy-day,84.0,0.0,"",2019-08-20T18:00:00.000-04:00,0
44,partly-cloudy-night,73.0,0.0,"",2019-08-02T05:00:00.000-04:00,0
2119,partly-cloudy-day,52.0,0.0,Daylight Saving Time ends,2019-11-03T12:00:00.000-05:00,1
100,partly-cloudy-day,59.0,0.0,"",2019-05-19T06:00:00.000-04:00,0
0,partly-cloudy-night,68.0,0.0,"",2019-09-24T04:00:00.000-04:00,0
15,cloudy,62.0,0.0,Halloween,2019-10-30T21:00:00.000-04:00,1
56,partly-cloudy-night,37.0,0.0,"",2019-03-03T06:00:00.000-05:00,0
0,partly-cloudy-night,36.0,0.0,"",2019-11-10T05:00:00.000-05:00,0
52,rain,45.0,0.042,"",2019-03-21T19:00:00.000-04:00,0
0,clear-night,32.0,0.0,"",2019-03-13T04:00:00.000-04:00,0
126,clear-night,77.0,0.0,"",2019-10-01T19:00:00.000-04:00,0
0,partly-cloudy-night,47.0,0.0,"",2019-03-29T05:00:00.000-04:00,0
288,clear-night,57.0,0.0,"",2019-11-05T17:00:00.000-05:00,0
568,clear-day,38.0,0.0,"",2019-11-15T09:00:00.000-05:00,0
3061,partly-cloudy-day,86.0,0.0,"",2019-08-17T15:00:00.000-04:00,0
0,cloudy,59.0,0.0,Columbus Day (regional holiday),2019-10-14T01:00:00.000-04:00,1
114,partly-cloudy-night,46.0,0.0,"",2019-03-16T07:00:00.000-04:00,0
564,cloudy,77.0,0.0505,"",2019-08-14T16:00:00.000-04:00,0
398,cloudy,67.0,0.0,"",2019-06-19T20:00:00.000-04:00,0
0,clear-night,72.0,0.0,"",2019-07-02T02:00:00.000-04:00,0
2,clear-night,56.0,0.0,"",2019-04-25T01:00:00.000-04:00,0
0,cloudy,31.0,0.0,"",2019-01-10T04:00:00.000-05:00,0
26,clear-night,26.0,0.0,"",2019-01-16T06:00:00.000-05:00,0
1115,cloudy,47.0,2.0E-4,"",2019-02-24T15:00:00.000-05:00,0
22,clear-night,30.0,0.0,"",2019-01-23T06:00:00.000-05:00,0
80,clear-night,53.0,0.0,"",2019-10-19T21:00:00.000-04:00,0
138,partly-cloudy-night,68.0,0.0,Labor Day,2019-09-02T06:00:00.000-04:00,1
7,clear-night,74.0,0.0,"",2019-06-06T23:00:00.000-04:00,0
634,clear-night,73.0,0.0,"",2019-09-20T19:00:00.000-04:00,0
0,clear-night,52.0,0.0,"",2019-04-04T00:00:00.000-04:00,0
3332,clear-day,65.0,0.0,"",2019-04-06T16:00:00.000-04:00,0
1574,partly-cloudy-day,87.0,0.0,"",2019-07-10T16:00:00.000-04:00,0
0,clear-night,48.0,0.0,"",2019-04-07T03:00:00.000-04:00,0
172,cloudy,58.0,0.0,"",2019-05-08T06:00:00.000-04:00,0
0,partly-cloudy-night,53.0,0.0,Easter Sunday,2019-04-21T01:00:00.000-04:00,1
2392,partly-cloudy-day,81.0,0.0,"",2019-07-24T14:00:00.000-04:00,0
6,clear-night,65.0,0.0,"",2019-10-14T20:00:00.000-04:00,0
2548,partly-cloudy-day,43.0,0.0,"",2019-12-26T13:00:00.000-05:00,0
58,clear-night,74.0,0.0,"",2019-08-18T23:00:00.000-04:00,0
179,clear-day,23.0,0.0,"",2019-12-20T08:00:00.000-05:00,0
3,cloudy,42.0,0.0041,"",2019-01-05T06:00:00.000-05:00,0
3,partly-cloudy-night,60.0,0.0,"",2019-10-08T21:00:00.000-04:00,0
71,cloudy,55.0,0.0036,"",2019-12-10T17:00:00.000-05:00,0
15,rain,60.0,0.1394,"",2019-10-22T22:00:00.000-04:00,0
402,partly-cloudy-night,79.0,0.0,"",2019-08-19T20:00:00.000-04:00,0
447,clear-day,46.0,0.0,"",2019-03-28T19:00:00.000-04:00,0
1051,clear-day,39.0,0.0,Valentine's Day,2019-02-14T11:00:00.000-05:00,1
7,partly-cloudy-night,69.0,0.0,"",2019-06-17T23:00:00.000-04:00,0
277,partly-cloudy-day,42.0,0.0,"",2019-03-14T08:00:00.000-04:00,0
915,rain,74.0,0.044,"",2019-06-20T20:00:00.000-04:00,0
1,cloudy,58.0,0.0,Tax Day,2019-04-15T00:00:00.000-04:00,1
5,rain,62.0,0.0634,"",2019-04-20T05:00:00.000-04:00,0
2040,partly-cloudy-day,90.0,0.0,"",2019-06-29T16:00:00.000-04:00,0
124,partly-cloudy-night,52.0,0.0,"",2019-04-27T06:00:00.000-04:00,0
338,partly-cloudy-night,57.0,0.0,Easter Monday,2019-04-21T20:00:00.000-04:00,1
0,cloudy,67.0,0.0,"",2019-06-19T03:00:00.000-04:00,0
1850,partly-cloudy-day,68.0,0.0,"",2019-03-15T16:00:00.000-04:00,0
1,fog,51.0,0.0,"",2019-05-02T01:00:00.000-04:00,0
112,partly-cloudy-night,15.0,0.0,"",2019-01-30T18:00:00.000-05:00,0
132,clear-night,63.0,0.0,"",2019-08-11T06:00:00.000-04:00,0
3,clear-night,43.0,0.0,"",2019-03-19T20:00:00.000-04:00,0
1,clear-night,44.0,0.0,"",2019-12-28T03:00:00.000-05:00,0
114,clear-night,47.0,0.0,"",2019-04-10T06:00:00.000-04:00,0
1047,partly-cloudy-day,71.0,0.0,"",2019-09-26T10:00:00.000-04:00,0
11,clear-night,38.0,0.0,"",2019-03-27T21:00:00.000-04:00,0
14,rain,70.0,0.059,"",2019-05-28T22:00:00.000-04:00,0
1711,clear-day,81.0,0.0,"",2019-06-23T20:00:00.000-04:00,0
368,rain,54.0,0.1423,"",2019-04-26T13:00:00.000-04:00,0
51,clear-night,30.0,0.0,"",2019-11-30T06:00:00.000-05:00,0
2,partly-cloudy-night,71.0,0.0,"",2019-08-09T01:00:00.000-04:00,0
204,clear-day,72.0,0.0,"",2019-07-28T07:00:00.000-04:00,0
267,partly-cloudy-day,53.0,0.0,"",2019-03-25T08:00:00.000-04:00,0
0,rain,36.0,0.045,Daylight Saving Time starts,2019-03-10T04:00:00.000-04:00,1
413,clear-day,60.0,0.0,"",2019-09-27T08:00:00.000-04:00,0
1385,partly-cloudy-day,79.0,0.0,"",2019-08-02T10:00:00.000-04:00,0
602,cloudy,61.0,0.0043,"",2019-05-23T10:00:00.000-04:00,0
3,clear-night,52.0,0.0,"",2019-10-25T01:00:00.000-04:00,0
51,partly-cloudy-night,69.0,0.0,"",2019-07-25T05:00:00.000-04:00,0
95,partly-cloudy-night,81.0,0.0,"",2019-09-11T20:00:00.000-04:00,0
7,rain,41.0,0.0356,"",2019-12-29T23:00:00.000-05:00,0
38,clear-night,45.0,0.0,"",2019-10-24T06:00:00.000-04:00,0
1,partly-cloudy-night,63.0,0.0,"",2019-06-08T03:00:00.000-04:00,0
821,cloudy,38.0,0.007,"",2019-02-13T15:00:00.000-05:00,0
0,cloudy,43.0,0.0,"",2019-03-14T02:00:00.000-04:00,0
25,clear-night,28.0,0.0,"",2019-02-03T06:00:00.000-05:00,0
52,cloudy,41.0,0.0,"",2019-11-19T06:00:00.000-05:00,0
2197,clear-day,66.0,0.0,"",2019-05-07T13:00:00.000-04:00,0
1,cloudy,34.0,0.0,Valentine's Day,2019-02-14T01:00:00.000-05:00,1
260,clear-day,61.0,0.0,"",2019-06-03T07:00:00.000-04:00,0
389,cloudy,69.0,0.0,"",2019-09-16T08:00:00.000-04:00,0
1236,cloudy,37.0,0.0082,Presidents' Day (regional holiday),2019-02-18T11:00:00.000-05:00,1
5,cloudy,37.0,3.0E-4,"",2019-12-05T00:00:00.000-05:00,0
1973,partly-cloudy-day,34.0,0.0,"",2019-12-21T16:00:00.000-05:00,0
0,clear-night,35.0,0.0,"",2019-02-23T02:00:00.000-05:00,0
1602,partly-cloudy-day,65.0,0.0,"",2019-04-12T17:00:00.000-04:00,0
17,clear-night,74.0,0.0,"",2019-08-05T22:00:00.000-04:00,0
948,partly-cloudy-day,60.0,0.0,Easter Monday,2019-04-22T09:00:00.000-04:00,1
1,rain,40.0,0.0268,"",2019-11-19T01:00:00.000-05:00,0
0,clear-night,46.0,0.0,"",2019-10-05T04:00:00.000-04:00,0
4,clear-night,46.0,0.0,"",2019-11-06T22:00:00.000-05:00,0
606,clear-day,81.0,0.0,"",2019-07-30T09:00:00.000-04:00,0
24,partly-cloudy-night,57.0,0.0,"",2019-04-18T21:00:00.000-04:00,0
3,clear-night,26.0,0.0,"",2019-01-14T22:00:00.000-05:00,0
1449,partly-cloudy-day,82.0,0.0,"",2019-06-05T15:00:00.000-04:00,0
2806,partly-cloudy-day,67.0,0.0,"",2019-04-23T17:00:00.000-04:00,0
1787,partly-cloudy-day,80.0,0.0,"",2019-07-24T19:00:00.000-04:00,0
294,partly-cloudy-day,41.0,0.0,"",2019-04-05T08:00:00.000-04:00,0
779,cloudy,53.0,9.0E-4,"",2019-12-14T14:00:00.000-05:00,0
515,cloudy,43.0,0.0,"",2019-04-11T09:00:00.000-04:00,0
30,cloudy,29.0,0.0,"",2019-02-27T19:00:00.000-05:00,0
0,cloudy,44.0,0.0,"",2019-03-21T04:00:00.000-04:00,0
217,partly-cloudy-night,40.0,0.0,"",2019-03-13T19:00:00.000-04:00,0
2499,partly-cloudy-day,64.0,0.0,"",2019-10-04T11:00:00.000-04:00,0
60,cloudy,41.0,2.0E-4,"",2019-02-07T22:00:00.000-05:00,0
103,clear-night,64.0,0.0,"",2019-05-16T21:00:00.000-04:00,0
6,clear-night,27.0,0.0,"",2019-02-09T21:00:00.000-05:00,0
21,rain,33.0,0.0271,"",2019-02-20T23:00:00.000-05:00,0
425,clear-day,74.0,0.0,"",2019-07-16T08:00:00.000-04:00,0
27,cloudy,39.0,0.0,"",2019-02-07T06:00:00.000-05:00,0
263,clear-day,61.0,0.0,"",2019-09-22T07:00:00.000-04:00,0
3,partly-cloudy-night,76.0,0.0,"",2019-07-06T02:00:00.000-04:00,0
0,clear-night,11.0,0.0,"",2019-02-01T02:00:00.000-05:00,0
0,partly-cloudy-night,60.0,0.0,"",2019-09-13T04:00:00.000-04:00,0
1,cloudy,41.0,0.0021,"",2019-12-09T02:00:00.000-05:00,0
1630,partly-cloudy-day,84.0,0.0,"",2019-08-22T19:00:00.000-04:00,0
13,clear-night,67.0,0.0,"",2019-08-27T22:00:00.000-04:00,0
1025,cloudy,49.0,3.0E-4,"",2019-02-15T11:00:00.000-05:00,0
1880,clear-day,57.0,0.0,"",2019-10-21T10:00:00.000-04:00,0
316,partly-cloudy-day,69.0,0.0,"",2019-09-11T07:00:00.000-04:00,0
185,cloudy,33.0,0.0176,"",2019-12-11T08:00:00.000-05:00,0
1298,partly-cloudy-day,64.0,0.0,"",2019-04-19T09:00:00.000-04:00,0
2169,clear-day,74.0,0.0,"",2019-06-09T11:00:00.000-04:00,0
2,cloudy,62.0,0.0,"",2019-09-13T02:00:00.000-04:00,0
691,clear-day,54.0,0.0,"",2019-10-15T09:00:00.000-04:00,0
0,cloudy,48.0,0.0,"",2019-04-12T04:00:00.000-04:00,0
2160,partly-cloudy-day,71.0,0.0,"",2019-08-23T14:00:00.000-04:00,0
2168,partly-cloudy-day,71.0,0.0,"",2019-06-04T15:00:00.000-04:00,0
4,clear-night,36.0,0.0,"",2019-11-29T20:00:00.000-05:00,0
80,clear-night,64.0,0.0,"",2019-04-24T21:00:00.000-04:00,0
342,clear-day,38.0,0.0,"",2019-02-04T09:00:00.000-05:00,0
168,partly-cloudy-night,63.0,0.0,"",2019-08-25T06:00:00.000-04:00,0
194,clear-night,34.0,2.0E-4,"",2019-12-07T07:00:00.000-05:00,0
1,clear-night,41.0,0.0,"",2019-11-24T21:00:00.000-05:00,0
0,clear-night,30.0,0.0,"",2019-02-25T23:00:00.000-05:00,0
430,partly-cloudy-day,71.0,0.0,"",2019-06-17T08:00:00.000-04:00,0
2591,clear-day,60.0,0.0,"",2019-04-17T16:00:00.000-04:00,0
3,cloudy,38.0,0.0,"",2019-11-17T22:00:00.000-05:00,0
44,clear-night,54.0,0.0,"",2019-04-27T21:00:00.000-04:00,0
2809,clear-day,83.0,0.0,"",2019-09-21T16:00:00.000-04:00,0
2891,partly-cloudy-day,78.0,0.0,"",2019-06-15T12:00:00.000-04:00,0
12,cloudy,64.0,0.0,"",2019-09-30T22:00:00.000-04:00,0
0,cloudy,56.0,0.0,"",2019-10-12T04:00:00.000-04:00,0
1735,clear-day,59.0,0.0,"",2019-04-04T17:00:00.000-04:00,0
346,partly-cloudy-day,58.0,0.0,"",2019-09-18T07:00:00.000-04:00,0
185,fog,27.0,0.0106,"",2019-02-12T13:00:00.000-05:00,0
0,partly-cloudy-night,65.0,0.001,"",2019-05-31T03:00:00.000-04:00,0
23,partly-cloudy-night,66.0,0.0,"",2019-09-08T00:00:00.000-04:00,0
0,clear-day,22.0,0.0,"",2019-02-02T10:00:00.000-05:00,0
0,partly-cloudy-night,32.0,0.0,"",2019-12-04T02:00:00.000-05:00,0
1,rain,56.0,0.0293,"",2019-10-03T05:00:00.000-04:00,0
668,clear-day,40.0,0.0087,"",2019-02-13T10:00:00.000-05:00,0
1639,clear-day,31.0,0.0,"",2019-02-09T16:00:00.000-05:00,0
49,partly-cloudy-night,58.0,0.0,"",2019-04-16T21:00:00.000-04:00,0
136,clear-day,20.0,0.0,"",2019-03-05T07:00:00.000-05:00,0
0,partly-cloudy-night,59.0,0.0,"",2019-04-19T04:00:00.000-04:00,0
0,cloudy,69.0,0.0,"",2019-06-11T03:00:00.000-04:00,0
17,rain,51.0,0.1662,"",2019-12-14T00:00:00.000-05:00,0
76,clear-night,75.0,0.0,"",2019-07-03T05:00:00.000-04:00,0
1607,clear-day,81.0,0.0,"",2019-07-28T10:00:00.000-04:00,0
0,partly-cloudy-night,23.0,0.0,"",2019-12-20T03:00:00.000-05:00,0
0,clear-night,35.0,0.0,"",2019-11-23T02:00:00.000-05:00,0
386,clear-day,43.0,0.0,Daylight Saving Time ends,2019-11-03T08:00:00.000-05:00,1
1,partly-cloudy-night,73.0,0.0,"",2019-07-25T00:00:00.000-04:00,0
1010,partly-cloudy-day,32.0,0.0,"",2019-02-26T11:00:00.000-05:00,0
44,clear-night,30.0,0.0,"",2019-03-07T20:00:00.000-05:00,0
443,partly-cloudy-day,66.0,0.0,"",2019-09-09T08:00:00.000-04:00,0
0,partly-cloudy-night,40.0,0.0,"",2019-11-20T04:00:00.000-05:00,0
12,rain,39.0,0.0172,"",2019-04-05T21:00:00.000-04:00,0
0,clear-night,57.0,0.0,"",2019-09-19T00:00:00.000-04:00,0
166,partly-cloudy-day,38.0,0.0,"",2019-02-22T07:00:00.000-05:00,0
285,clear-day,71.0,0.0,"",2019-07-02T07:00:00.000-04:00,0
1179,clear-day,76.0,0.0,"",2019-08-30T10:00:00.000-04:00,0
3,clear-day,84.0,0.0,Independence Day,2019-07-04T18:00:00.000-04:00,1
11,cloudy,43.0,0.0,"",2019-12-31T19:00:00.000-05:00,0
1027,partly-cloudy-day,31.0,0.0,"",2019-01-13T14:00:00.000-05:00,0
9,clear-night,25.0,0.0,"",2019-01-11T20:00:00.000-05:00,0
9,clear-night,39.0,0.0,"",2019-02-16T19:00:00.000-05:00,0
1460,partly-cloudy-day,79.0,0.0,"",2019-09-23T11:00:00.000-04:00,0
9,clear-night,49.0,0.0,"",2019-02-05T22:00:00.000-05:00,0
769,clear-day,34.0,0.0,"",2019-01-15T13:00:00.000-05:00,0
26,rain,69.0,0.077,"",2019-07-23T06:00:00.000-04:00,0
0,cloudy,53.0,0.0,"",2019-10-10T05:00:00.000-04:00,0
1366,partly-cloudy-day,83.0,0.0,"",2019-08-21T11:00:00.000-04:00,0
2,partly-cloudy-night,65.0,0.0,"",2019-09-30T00:00:00.000-04:00,0
1994,partly-cloudy-day,88.0,0.0,"",2019-08-18T16:00:00.000-04:00,0
1,cloudy,73.0,0.0,"",2019-07-12T01:00:00.000-04:00,0
677,clear-day,26.0,0.0,"",2019-03-07T10:00:00.000-05:00,0
83,clear-night,77.0,0.0,"",2019-07-27T21:00:00.000-04:00,0
0,cloudy,54.0,0.0,"",2019-10-29T05:00:00.000-04:00,0
2485,clear-day,42.0,0.0,"",2019-12-08T14:00:00.000-05:00,0
0,clear-night,78.0,0.0,"",2019-07-30T04:00:00.000-04:00,0
71,clear-night,29.0,0.0,Presidents' Day (regional holiday),2019-02-18T22:00:00.000-05:00,1
0,clear-night,36.0,0.0,"",2019-01-02T04:00:00.000-05:00,0
410,clear-day,41.0,0.0,"",2019-11-25T08:00:00.000-05:00,0
50,clear-night,74.0,0.0,"",2019-08-11T21:00:00.000-04:00,0
0,clear-night,34.0,0.0,"",2019-11-30T01:00:00.000-05:00,0
12,clear-night,50.0,0.0,"",2019-03-11T20:00:00.000-04:00,0
29,clear-night,56.0,0.0,"",2019-03-30T21:00:00.000-04:00,0
2899,partly-cloudy-day,38.0,0.0,"",2019-01-02T14:00:00.000-05:00,0
0,cloudy,45.0,0.0,"",2019-12-27T04:00:00.000-05:00,0
365,snow,28.0,0.0096,"",2019-02-20T17:00:00.000-05:00,0
10,clear-night,29.0,0.0,"",2019-01-25T22:00:00.000-05:00,0
847,partly-cloudy-day,63.0,0.0,"",2019-03-31T11:00:00.000-04:00,0
1034,partly-cloudy-day,31.0,0.0,"",2019-01-07T16:00:00.000-05:00,0
1560,partly-cloudy-day,74.0,0.0,"",2019-08-08T10:00:00.000-04:00,0
1859,clear-day,47.0,0.0,Christmas Eve,2019-12-24T13:00:00.000-05:00,1
12,partly-cloudy-night,56.0,0.0,"",2019-05-06T22:00:00.000-04:00,0
259,partly-cloudy-day,69.0,0.0,"",2019-08-16T07:00:00.000-04:00,0
1521,partly-cloudy-day,38.0,0.0,"",2019-03-04T14:00:00.000-05:00,0
4,partly-cloudy-night,72.0,0.0,"",2019-06-27T04:00:00.000-04:00,0
1,partly-cloudy-night,63.0,0.0,"",2019-09-06T04:00:00.000-04:00,0
15,clear-night,49.0,0.0,"",2019-03-14T23:00:00.000-04:00,0
0,clear-night,32.0,0.0,"",2019-02-04T04:00:00.000-05:00,0
1078,clear-day,54.0,0.0,"",2019-10-26T09:00:00.000-04:00,0
352,partly-cloudy-day,68.0,0.0,"",2019-08-31T07:00:00.000-04:00,0
52,rain,54.0,0.0747,"",2019-01-24T09:00:00.000-05:00,0
1626,clear-day,45.0,0.0,"",2019-03-11T10:00:00.000-04:00,0
722,clear-day,37.0,0.0,"",2019-11-23T09:00:00.000-05:00,0
177,partly-cloudy-day,24.0,0.0,"",2019-01-17T08:00:00.000-05:00,0
35,clear-night,41.0,0.0,"",2019-10-19T06:00:00.000-04:00,0
0,cloudy,37.0,0.0,"",2019-11-18T05:00:00.000-05:00,0
277,partly-cloudy-day,61.0,0.0,"",2019-08-27T07:00:00.000-04:00,0
7,snow,33.0,0.023,"",2019-03-03T23:00:00.000-05:00,0
2019,clear-day,74.0,0.0,"",2019-05-31T10:00:00.000-04:00,0
245,partly-cloudy-day,25.0,0.0,"",2019-01-13T09:00:00.000-05:00,0
9,partly-cloudy-night,36.0,0.0,"",2019-01-03T22:00:00.000-05:00,0
3807,clear-day,44.0,0.0,Christmas Day,2019-12-25T15:00:00.000-05:00,1
30,partly-cloudy-night,74.0,0.0,"",2019-06-05T22:00:00.000-04:00,0
1820,partly-cloudy-day,74.0,0.0,"",2019-10-01T13:00:00.000-04:00,0
